YEAR,REGION,PLANTING_DATE,MONTH,DAY,PD_WINDOW,IRRIGATION,SOIL,COMPANY_VARIETY,MG,MG_SECTION,PLANTING_DATE_FULL,MG_SEC,GENERAL_REGIONS,YIELD
2019,LA,29-Mar,3,29,B,Unknown,Unknown,Bayer-22,4.8,4.8-4.9,3/29/19,4.8_4.9,LA,89.7
2019,LA,29-Mar,3,29,B,Unknown,Unknown,Bayer-22,4.8,4.8-4.9,3/29/19,4.8_4.9,LA,63.8
2019,LA,29-Mar,3,29,B,Unknown,Unknown,Bayer-25,4.9,4.8-4.9,3/29/19,4.8_4.9,LA,89.4
2019,LA,29-Mar,3,29,B,Unknown,Unknown,Bayer-25,4.9,4.8-4.9,3/29/19,4.8_4.9,LA,86.3
2019,LA,29-Mar,3,29,B,Unknown,Unknown,Bayer-25,4.9,4.8-4.9,3/29/19,4.8_4.9,LA,88.4
2019,LA,29-Mar,3,29,B,Unknown,Unknown,Bayer-25,4.9,4.8-4.9,3/29/19,4.8_4.9,LA,55.9
2019,LA,29-Mar,3,29,B,Unknown,Unknown,Bayer-28,5.2,5.0-5.3,3/29/19,5.0_5.3,LA,83.2
2019,LA,29-Mar,3,29,B,Unknown,Unknown,Bayer-3,4.1,3.0-4.4,3/29/19,3.0_4.4,LA,64.5
2019,LA,29-Mar,3,29,B,Unknown,Unknown,Bayer-30,5.3,5.0-5.3,3/29/19,5.0_5.3,LA,83.1
2019,LA,29-Mar,3,29,B,Unknown,Unknown,Bayer-5,4.2,3.0-4.4,3/29/19,3.0_4.4,LA,80.4
2019,LA,29-Mar,3,29,B,Unknown,Unknown,Bayer-6,4.2,3.0-4.4,3/29/19,3.0_4.4,LA,78.9
2019,LA,29-Mar,3,29,B,Unknown,Unknown,Bayer-9,4.3,3.0-4.4,3/29/19,3.0_4.4,LA,90.7
2019,LA,29-Mar,3,29,B,Unknown,Unknown,Bayer-9,4.3,3.0-4.4,3/29/19,3.0_4.4,LA,81.1
2019,LA,30-Mar,3,30,B,Unknown,Unknown,Bayer-10,4.3,3.0-4.4,3/30/19,3.0_4.4,LA,75.5
2019,LA,30-Mar,3,30,B,Unknown,Unknown,Bayer-10,4.3,3.0-4.4,3/30/19,3.0_4.4,LA,70.3
2019,LA,30-Mar,3,30,B,Unknown,Unknown,Bayer-11,4.3,3.0-4.4,3/30/19,3.0_4.4,LA,80.1
2019,LA,30-Mar,3,30,B,Unknown,Unknown,Bayer-11,4.3,3.0-4.4,3/30/19,3.0_4.4,LA,92.2
2019,LA,30-Mar,3,30,B,Unknown,Unknown,Bayer-12,4.4,3.0-4.4,3/30/19,3.0_4.4,LA,76.2
2019,LA,30-Mar,3,30,B,Unknown,Unknown,Bayer-14,4.5,4.5-4.7,3/30/19,4.5_4.7,LA,97.6
2019,LA,30-Mar,3,30,B,Unknown,Unknown,Bayer-14,4.5,4.5-4.7,3/30/19,4.5_4.7,LA,79.1
2019,LA,30-Mar,3,30,B,Unknown,Unknown,Bayer-14,4.5,4.5-4.7,3/30/19,4.5_4.7,LA,77.3
2019,LA,30-Mar,3,30,B,Unknown,Unknown,Bayer-14,4.5,4.5-4.7,3/30/19,4.5_4.7,LA,82.9
2019,LA,30-Mar,3,30,B,Unknown,Unknown,Bayer-14,4.5,4.5-4.7,3/30/19,4.5_4.7,LA,100.9
2019,LA,30-Mar,3,30,B,Unknown,Unknown,Bayer-16,4.6,4.5-4.7,3/30/19,4.5_4.7,LA,48.3
2019,LA,30-Mar,3,30,B,Unknown,Unknown,Bayer-16,4.6,4.5-4.7,3/30/19,4.5_4.7,LA,89.9
2019,LA,30-Mar,3,30,B,Unknown,Unknown,Bayer-16,4.6,4.5-4.7,3/30/19,4.5_4.7,LA,100.8
2019,LA,30-Mar,3,30,B,Unknown,Unknown,Bayer-16,4.6,4.5-4.7,3/30/19,4.5_4.7,LA,93.1
2019,LA,30-Mar,3,30,B,Unknown,Unknown,Bayer-17,4.6,4.5-4.7,3/30/19,4.5_4.7,LA,52.3
2019,LA,30-Mar,3,30,B,Unknown,Unknown,Bayer-17,4.6,4.5-4.7,3/30/19,4.5_4.7,LA,102
2019,LA,30-Mar,3,30,B,Unknown,Unknown,Bayer-17,4.6,4.5-4.7,3/30/19,4.5_4.7,LA,78.3
2019,LA,30-Mar,3,30,B,Unknown,Unknown,Bayer-17,4.6,4.5-4.7,3/30/19,4.5_4.7,LA,90.7
2019,LA,30-Mar,3,30,B,Unknown,Unknown,Bayer-19,4.7,4.5-4.7,3/30/19,4.5_4.7,LA,53.9
2019,LA,30-Mar,3,30,B,Unknown,Unknown,Bayer-19,4.7,4.5-4.7,3/30/19,4.5_4.7,LA,66
2019,LA,30-Mar,3,30,B,Unknown,Unknown,Bayer-19,4.7,4.5-4.7,3/30/19,4.5_4.7,LA,82.7
2019,LA,30-Mar,3,30,B,Unknown,Unknown,Bayer-20,4.7,4.5-4.7,3/30/19,4.5_4.7,LA,54.9
2019,LA,30-Mar,3,30,B,Unknown,Unknown,Bayer-20,4.7,4.5-4.7,3/30/19,4.5_4.7,LA,102
2019,LA,30-Mar,3,30,B,Unknown,Unknown,Bayer-20,4.7,4.5-4.7,3/30/19,4.5_4.7,LA,75.2
2019,LA,30-Mar,3,30,B,Unknown,Unknown,Bayer-20,4.7,4.5-4.7,3/30/19,4.5_4.7,LA,69.5
2019,LA,30-Mar,3,30,B,Unknown,Unknown,Bayer-20,4.7,4.5-4.7,3/30/19,4.5_4.7,LA,91.1
2019,LA,30-Mar,3,30,B,Unknown,Unknown,Bayer-21,4.8,4.8-4.9,3/30/19,4.8_4.9,LA,57.7
2019,LA,30-Mar,3,30,B,Unknown,Unknown,Bayer-22,4.8,4.8-4.9,3/30/19,4.8_4.9,LA,60
2019,LA,30-Mar,3,30,B,Unknown,Unknown,Bayer-22,4.8,4.8-4.9,3/30/19,4.8_4.9,LA,103
2019,LA,30-Mar,3,30,B,Unknown,Unknown,Bayer-22,4.8,4.8-4.9,3/30/19,4.8_4.9,LA,80.9
2019,LA,30-Mar,3,30,B,Unknown,Unknown,Bayer-22,4.8,4.8-4.9,3/30/19,4.8_4.9,LA,102.2
2019,LA,30-Mar,3,30,B,Unknown,Unknown,Bayer-22,4.8,4.8-4.9,3/30/19,4.8_4.9,LA,87.6
2019,LA,30-Mar,3,30,B,Unknown,Unknown,Bayer-25,4.9,4.8-4.9,3/30/19,4.8_4.9,LA,99.7
2019,LA,30-Mar,3,30,B,Unknown,Unknown,Bayer-25,4.9,4.8-4.9,3/30/19,4.8_4.9,LA,90.7
2019,LA,30-Mar,3,30,B,Unknown,Unknown,Bayer-25,4.9,4.8-4.9,3/30/19,4.8_4.9,LA,86.9
2019,LA,30-Mar,3,30,B,Unknown,Unknown,Bayer-25,4.9,4.8-4.9,3/30/19,4.8_4.9,LA,93.1
2019,LA,30-Mar,3,30,B,Unknown,Unknown,Bayer-28,5.2,5.0-5.3,3/30/19,5.0_5.3,LA,81.1
2019,LA,30-Mar,3,30,B,Unknown,Unknown,Bayer-31,5.3,5.0-5.3,3/30/19,5.0_5.3,LA,94.4
2019,LA,30-Mar,3,30,B,Unknown,Unknown,Bayer-36,5.6,5.4-6.0,3/30/19,5.4+,LA,88.2
2019,LA,30-Mar,3,30,B,Unknown,Unknown,Bayer-5,4.2,3.0-4.4,3/30/19,3.0_4.4,LA,60.1
2019,LA,30-Mar,3,30,B,Unknown,Unknown,Bayer-6,4.2,3.0-4.4,3/30/19,3.0_4.4,LA,60.9
2019,LA,30-Mar,3,30,B,Unknown,Unknown,Bayer-6,4.2,3.0-4.4,3/30/19,3.0_4.4,LA,77.2
2019,LA,30-Mar,3,30,B,Unknown,Unknown,Bayer-9,4.3,3.0-4.4,3/30/19,3.0_4.4,LA,70.4
2019,LA,30-Mar,3,30,B,Unknown,Unknown,Bayer-9,4.3,3.0-4.4,3/30/19,3.0_4.4,LA,71.7
2019,LA,1-Apr,4,1,B,Unknown,Unknown,Bayer-10,4.3,3.0-4.4,4/1/19,3.0_4.4,LA,79.1
2019,LA,1-Apr,4,1,B,Unknown,Unknown,Bayer-11,4.3,3.0-4.4,4/1/19,3.0_4.4,LA,53.3
2019,LA,1-Apr,4,1,B,Unknown,Unknown,Bayer-11,4.3,3.0-4.4,4/1/19,3.0_4.4,LA,85.2
2019,LA,1-Apr,4,1,B,Unknown,Unknown,Bayer-11,4.3,3.0-4.4,4/1/19,3.0_4.4,LA,72.2
2019,LA,1-Apr,4,1,B,Unknown,Unknown,Bayer-11,4.3,3.0-4.4,4/1/19,3.0_4.4,LA,70.7
2019,LA,1-Apr,4,1,B,Unknown,Unknown,Bayer-12,4.4,3.0-4.4,4/1/19,3.0_4.4,LA,43.1
2019,LA,1-Apr,4,1,B,Unknown,Unknown,Bayer-12,4.4,3.0-4.4,4/1/19,3.0_4.4,LA,76.4
2019,LA,1-Apr,4,1,B,Unknown,Unknown,Bayer-12,4.4,3.0-4.4,4/1/19,3.0_4.4,LA,77.3
2019,LA,1-Apr,4,1,B,Unknown,Unknown,Bayer-12,4.4,3.0-4.4,4/1/19,3.0_4.4,LA,77.3
2019,LA,1-Apr,4,1,B,Unknown,Unknown,Bayer-12,4.4,3.0-4.4,4/1/19,3.0_4.4,LA,71.2
2019,LA,1-Apr,4,1,B,Unknown,Unknown,Bayer-14,4.5,4.5-4.7,4/1/19,4.5_4.7,LA,85.7
2019,LA,1-Apr,4,1,B,Unknown,Unknown,Bayer-14,4.5,4.5-4.7,4/1/19,4.5_4.7,LA,49.5
2019,LA,1-Apr,4,1,B,Unknown,Unknown,Bayer-14,4.5,4.5-4.7,4/1/19,4.5_4.7,LA,83
2019,LA,1-Apr,4,1,B,Unknown,Unknown,Bayer-14,4.5,4.5-4.7,4/1/19,4.5_4.7,LA,94.7
2019,LA,1-Apr,4,1,B,Unknown,Unknown,Bayer-16,4.6,4.5-4.7,4/1/19,4.5_4.7,LA,89.6
2019,LA,1-Apr,4,1,B,Unknown,Unknown,Bayer-16,4.6,4.5-4.7,4/1/19,4.5_4.7,LA,48.6
2019,LA,1-Apr,4,1,B,Unknown,Unknown,Bayer-16,4.6,4.5-4.7,4/1/19,4.5_4.7,LA,83.2
2019,LA,1-Apr,4,1,B,Unknown,Unknown,Bayer-16,4.6,4.5-4.7,4/1/19,4.5_4.7,LA,79.2
2019,LA,1-Apr,4,1,B,Unknown,Unknown,Bayer-16,4.6,4.5-4.7,4/1/19,4.5_4.7,LA,80.7
2019,LA,1-Apr,4,1,B,Unknown,Unknown,Bayer-17,4.6,4.5-4.7,4/1/19,4.5_4.7,LA,85.5
2019,LA,1-Apr,4,1,B,Unknown,Unknown,Bayer-17,4.6,4.5-4.7,4/1/19,4.5_4.7,LA,48.8
2019,LA,1-Apr,4,1,B,Unknown,Unknown,Bayer-17,4.6,4.5-4.7,4/1/19,4.5_4.7,LA,86.7
2019,LA,1-Apr,4,1,B,Unknown,Unknown,Bayer-17,4.6,4.5-4.7,4/1/19,4.5_4.7,LA,74.9
2019,LA,1-Apr,4,1,B,Unknown,Unknown,Bayer-17,4.6,4.5-4.7,4/1/19,4.5_4.7,LA,79.6
2019,LA,1-Apr,4,1,B,Unknown,Unknown,Bayer-19,4.7,4.5-4.7,4/1/19,4.5_4.7,LA,80.9
2019,LA,1-Apr,4,1,B,Unknown,Unknown,Bayer-19,4.7,4.5-4.7,4/1/19,4.5_4.7,LA,45.3
2019,LA,1-Apr,4,1,B,Unknown,Unknown,Bayer-19,4.7,4.5-4.7,4/1/19,4.5_4.7,LA,74.6
2019,LA,1-Apr,4,1,B,Unknown,Unknown,Bayer-19,4.7,4.5-4.7,4/1/19,4.5_4.7,LA,85.7
2019,LA,1-Apr,4,1,B,Unknown,Unknown,Bayer-19,4.7,4.5-4.7,4/1/19,4.5_4.7,LA,75.7
2019,LA,1-Apr,4,1,B,Unknown,Unknown,Bayer-19,4.7,4.5-4.7,4/1/19,4.5_4.7,LA,84.8
2019,LA,1-Apr,4,1,B,Unknown,Unknown,Bayer-20,4.7,4.5-4.7,4/1/19,4.5_4.7,LA,89.8
2019,LA,1-Apr,4,1,B,Unknown,Unknown,Bayer-20,4.7,4.5-4.7,4/1/19,4.5_4.7,LA,46.2
2019,LA,1-Apr,4,1,B,Unknown,Unknown,Bayer-20,4.7,4.5-4.7,4/1/19,4.5_4.7,LA,80.4
2019,LA,1-Apr,4,1,B,Unknown,Unknown,Bayer-20,4.7,4.5-4.7,4/1/19,4.5_4.7,LA,86
2019,LA,1-Apr,4,1,B,Unknown,Unknown,Bayer-20,4.7,4.5-4.7,4/1/19,4.5_4.7,LA,72.2
2019,LA,1-Apr,4,1,B,Unknown,Unknown,Bayer-20,4.7,4.5-4.7,4/1/19,4.5_4.7,LA,45.1
2019,LA,1-Apr,4,1,B,Unknown,Unknown,Bayer-22,4.8,4.8-4.9,4/1/19,4.8_4.9,LA,88.4
2019,LA,1-Apr,4,1,B,Unknown,Unknown,Bayer-22,4.8,4.8-4.9,4/1/19,4.8_4.9,LA,48.6
2019,LA,1-Apr,4,1,B,Unknown,Unknown,Bayer-22,4.8,4.8-4.9,4/1/19,4.8_4.9,LA,82.3
2019,LA,1-Apr,4,1,B,Unknown,Unknown,Bayer-22,4.8,4.8-4.9,4/1/19,4.8_4.9,LA,84.5
2019,LA,1-Apr,4,1,B,Unknown,Unknown,Bayer-22,4.8,4.8-4.9,4/1/19,4.8_4.9,LA,83.3
2019,LA,1-Apr,4,1,B,Unknown,Unknown,Bayer-22,4.8,4.8-4.9,4/1/19,4.8_4.9,LA,62.6
2019,LA,1-Apr,4,1,B,Unknown,Unknown,Bayer-24,4.9,4.8-4.9,4/1/19,4.8_4.9,LA,49.5
2019,LA,1-Apr,4,1,B,Unknown,Unknown,Bayer-25,4.9,4.8-4.9,4/1/19,4.8_4.9,LA,86.3
2019,LA,1-Apr,4,1,B,Unknown,Unknown,Bayer-25,4.9,4.8-4.9,4/1/19,4.8_4.9,LA,78.3
2019,LA,1-Apr,4,1,B,Unknown,Unknown,Bayer-25,4.9,4.8-4.9,4/1/19,4.8_4.9,LA,81.2
2019,LA,1-Apr,4,1,B,Unknown,Unknown,Bayer-25,4.9,4.8-4.9,4/1/19,4.8_4.9,LA,64.9
2019,LA,1-Apr,4,1,B,Unknown,Unknown,Bayer-25,4.9,4.8-4.9,4/1/19,4.8_4.9,LA,57
2019,LA,1-Apr,4,1,B,Unknown,Unknown,Bayer-28,5.2,5.0-5.3,4/1/19,5.0_5.3,LA,41.1
2019,LA,1-Apr,4,1,B,Unknown,Unknown,Bayer-28,5.2,5.0-5.3,4/1/19,5.0_5.3,LA,82
2019,LA,1-Apr,4,1,B,Unknown,Unknown,Bayer-28,5.2,5.0-5.3,4/1/19,5.0_5.3,LA,85.8
2019,LA,1-Apr,4,1,B,Unknown,Unknown,Bayer-28,5.2,5.0-5.3,4/1/19,5.0_5.3,LA,67
2019,LA,1-Apr,4,1,B,Unknown,Unknown,Bayer-28,5.2,5.0-5.3,4/1/19,5.0_5.3,LA,47.9
2019,LA,1-Apr,4,1,B,Unknown,Unknown,Bayer-30,5.3,5.0-5.3,4/1/19,5.0_5.3,LA,51.6
2019,LA,1-Apr,4,1,B,Unknown,Unknown,Bayer-30,5.3,5.0-5.3,4/1/19,5.0_5.3,LA,72
2019,LA,1-Apr,4,1,B,Unknown,Unknown,Bayer-30,5.3,5.0-5.3,4/1/19,5.0_5.3,LA,87.3
2019,LA,1-Apr,4,1,B,Unknown,Unknown,Bayer-30,5.3,5.0-5.3,4/1/19,5.0_5.3,LA,83.8
2019,LA,1-Apr,4,1,B,Unknown,Unknown,Bayer-30,5.3,5.0-5.3,4/1/19,5.0_5.3,LA,59.7
2019,LA,1-Apr,4,1,B,Unknown,Unknown,Bayer-31,5.3,5.0-5.3,4/1/19,5.0_5.3,LA,45.5
2019,LA,1-Apr,4,1,B,Unknown,Unknown,Bayer-31,5.3,5.0-5.3,4/1/19,5.0_5.3,LA,88.1
2019,LA,1-Apr,4,1,B,Unknown,Unknown,Bayer-31,5.3,5.0-5.3,4/1/19,5.0_5.3,LA,73.5
2019,LA,1-Apr,4,1,B,Unknown,Unknown,Bayer-32,5.4,5.4-6.0,4/1/19,5.4+,LA,64
2019,LA,1-Apr,4,1,B,Unknown,Unknown,Bayer-32,5.4,5.4-6.0,4/1/19,5.4+,LA,31.4
2019,LA,1-Apr,4,1,B,Unknown,Unknown,Bayer-33,5.5,5.4-6.0,4/1/19,5.4+,LA,66
2019,LA,1-Apr,4,1,B,Unknown,Unknown,Bayer-33,5.5,5.4-6.0,4/1/19,5.4+,LA,44
2019,LA,1-Apr,4,1,B,Unknown,Unknown,Bayer-36,5.6,5.4-6.0,4/1/19,5.4+,LA,37
2019,LA,1-Apr,4,1,B,Unknown,Unknown,Bayer-36,5.6,5.4-6.0,4/1/19,5.4+,LA,74
2019,LA,1-Apr,4,1,B,Unknown,Unknown,Bayer-36,5.6,5.4-6.0,4/1/19,5.4+,LA,80.7
2019,LA,1-Apr,4,1,B,Unknown,Unknown,Bayer-36,5.6,5.4-6.0,4/1/19,5.4+,LA,34.1
2019,LA,1-Apr,4,1,B,Unknown,Unknown,Bayer-6,4.2,3.0-4.4,4/1/19,3.0_4.4,LA,82.9
2019,LA,1-Apr,4,1,B,Unknown,Unknown,Bayer-6,4.2,3.0-4.4,4/1/19,3.0_4.4,LA,79.4
2019,LA,1-Apr,4,1,B,Unknown,Unknown,Bayer-9,4.3,3.0-4.4,4/1/19,3.0_4.4,LA,74.7
2019,LA,1-Apr,4,1,B,Unknown,Unknown,Bayer-9,4.3,3.0-4.4,4/1/19,3.0_4.4,LA,77.2
2019,LA,1-Apr,4,1,B,Unknown,Unknown,Bayer-9,4.3,3.0-4.4,4/1/19,3.0_4.4,LA,76.5
2019,LA,1-Apr,4,1,B,Unknown,Unknown,Bayer-9,4.3,3.0-4.4,4/1/19,3.0_4.4,LA,77
2019,LA,2-Apr,4,2,B,Unknown,Unknown,Bayer-10,4.3,3.0-4.4,4/2/19,3.0_4.4,LA,75.4
2019,LA,2-Apr,4,2,B,Unknown,Unknown,Bayer-11,4.3,3.0-4.4,4/2/19,3.0_4.4,LA,70.1
2019,LA,2-Apr,4,2,B,Unknown,Unknown,Bayer-11,4.3,3.0-4.4,4/2/19,3.0_4.4,LA,83.6
2019,LA,2-Apr,4,2,B,Unknown,Unknown,Bayer-11,4.3,3.0-4.4,4/2/19,3.0_4.4,LA,72.2
2019,LA,2-Apr,4,2,B,Unknown,Unknown,Bayer-11,4.3,3.0-4.4,4/2/19,3.0_4.4,LA,98
2019,LA,2-Apr,4,2,B,Unknown,Unknown,Bayer-12,4.4,3.0-4.4,4/2/19,3.0_4.4,LA,79.1
2019,LA,2-Apr,4,2,B,Unknown,Unknown,Bayer-12,4.4,3.0-4.4,4/2/19,3.0_4.4,LA,75.3
2019,LA,2-Apr,4,2,B,Unknown,Unknown,Bayer-14,4.5,4.5-4.7,4/2/19,4.5_4.7,LA,73.9
2019,LA,2-Apr,4,2,B,Unknown,Unknown,Bayer-14,4.5,4.5-4.7,4/2/19,4.5_4.7,LA,85.5
2019,LA,2-Apr,4,2,B,Unknown,Unknown,Bayer-14,4.5,4.5-4.7,4/2/19,4.5_4.7,LA,82.9
2019,LA,2-Apr,4,2,B,Unknown,Unknown,Bayer-14,4.5,4.5-4.7,4/2/19,4.5_4.7,LA,80.7
2019,LA,2-Apr,4,2,B,Unknown,Unknown,Bayer-14,4.5,4.5-4.7,4/2/19,4.5_4.7,LA,99.8
2019,LA,2-Apr,4,2,B,Unknown,Unknown,Bayer-16,4.6,4.5-4.7,4/2/19,4.5_4.7,LA,73
2019,LA,2-Apr,4,2,B,Unknown,Unknown,Bayer-16,4.6,4.5-4.7,4/2/19,4.5_4.7,LA,81.4
2019,LA,2-Apr,4,2,B,Unknown,Unknown,Bayer-16,4.6,4.5-4.7,4/2/19,4.5_4.7,LA,81.6
2019,LA,2-Apr,4,2,B,Unknown,Unknown,Bayer-16,4.6,4.5-4.7,4/2/19,4.5_4.7,LA,74.7
2019,LA,2-Apr,4,2,B,Unknown,Unknown,Bayer-16,4.6,4.5-4.7,4/2/19,4.5_4.7,LA,97.7
2019,LA,2-Apr,4,2,B,Unknown,Unknown,Bayer-16,4.6,4.5-4.7,4/2/19,4.5_4.7,LA,63.8
2019,LA,2-Apr,4,2,B,Unknown,Unknown,Bayer-17,4.6,4.5-4.7,4/2/19,4.5_4.7,LA,76.4
2019,LA,2-Apr,4,2,B,Unknown,Unknown,Bayer-17,4.6,4.5-4.7,4/2/19,4.5_4.7,LA,84.8
2019,LA,2-Apr,4,2,B,Unknown,Unknown,Bayer-17,4.6,4.5-4.7,4/2/19,4.5_4.7,LA,85.1
2019,LA,2-Apr,4,2,B,Unknown,Unknown,Bayer-17,4.6,4.5-4.7,4/2/19,4.5_4.7,LA,75
2019,LA,2-Apr,4,2,B,Unknown,Unknown,Bayer-17,4.6,4.5-4.7,4/2/19,4.5_4.7,LA,105.8
2019,LA,2-Apr,4,2,B,Unknown,Unknown,Bayer-17,4.6,4.5-4.7,4/2/19,4.5_4.7,LA,63.1
2019,LA,2-Apr,4,2,B,Unknown,Unknown,Bayer-19,4.7,4.5-4.7,4/2/19,4.5_4.7,LA,66.5
2019,LA,2-Apr,4,2,B,Unknown,Unknown,Bayer-19,4.7,4.5-4.7,4/2/19,4.5_4.7,LA,68.6
2019,LA,2-Apr,4,2,B,Unknown,Unknown,Bayer-19,4.7,4.5-4.7,4/2/19,4.5_4.7,LA,91.6
2019,LA,2-Apr,4,2,B,Unknown,Unknown,Bayer-19,4.7,4.5-4.7,4/2/19,4.5_4.7,LA,60.7
2019,LA,2-Apr,4,2,B,Unknown,Unknown,Bayer-20,4.7,4.5-4.7,4/2/19,4.5_4.7,LA,71.3
2019,LA,2-Apr,4,2,B,Unknown,Unknown,Bayer-20,4.7,4.5-4.7,4/2/19,4.5_4.7,LA,83.3
2019,LA,2-Apr,4,2,B,Unknown,Unknown,Bayer-20,4.7,4.5-4.7,4/2/19,4.5_4.7,LA,79.5
2019,LA,2-Apr,4,2,B,Unknown,Unknown,Bayer-20,4.7,4.5-4.7,4/2/19,4.5_4.7,LA,71.9
2019,LA,2-Apr,4,2,B,Unknown,Unknown,Bayer-20,4.7,4.5-4.7,4/2/19,4.5_4.7,LA,99.5
2019,LA,2-Apr,4,2,B,Unknown,Unknown,Bayer-20,4.7,4.5-4.7,4/2/19,4.5_4.7,LA,69.3
2019,LA,2-Apr,4,2,B,Unknown,Unknown,Bayer-21,4.8,4.8-4.9,4/2/19,4.8_4.9,LA,70.4
2019,LA,2-Apr,4,2,B,Unknown,Unknown,Bayer-22,4.8,4.8-4.9,4/2/19,4.8_4.9,LA,68.7
2019,LA,2-Apr,4,2,B,Unknown,Unknown,Bayer-22,4.8,4.8-4.9,4/2/19,4.8_4.9,LA,87.8
2019,LA,2-Apr,4,2,B,Unknown,Unknown,Bayer-22,4.8,4.8-4.9,4/2/19,4.8_4.9,LA,81.4
2019,LA,2-Apr,4,2,B,Unknown,Unknown,Bayer-22,4.8,4.8-4.9,4/2/19,4.8_4.9,LA,72.8
2019,LA,2-Apr,4,2,B,Unknown,Unknown,Bayer-22,4.8,4.8-4.9,4/2/19,4.8_4.9,LA,102.7
2019,LA,2-Apr,4,2,B,Unknown,Unknown,Bayer-22,4.8,4.8-4.9,4/2/19,4.8_4.9,LA,73.3
2019,LA,2-Apr,4,2,B,Unknown,Unknown,Bayer-25,4.9,4.8-4.9,4/2/19,4.8_4.9,LA,82.5
2019,LA,2-Apr,4,2,B,Unknown,Unknown,Bayer-25,4.9,4.8-4.9,4/2/19,4.8_4.9,LA,79.9
2019,LA,2-Apr,4,2,B,Unknown,Unknown,Bayer-25,4.9,4.8-4.9,4/2/19,4.8_4.9,LA,70.2
2019,LA,2-Apr,4,2,B,Unknown,Unknown,Bayer-25,4.9,4.8-4.9,4/2/19,4.8_4.9,LA,98.3
2019,LA,2-Apr,4,2,B,Unknown,Unknown,Bayer-6,4.2,3.0-4.4,4/2/19,3.0_4.4,LA,81.1
2019,LA,2-Apr,4,2,B,Unknown,Unknown,Bayer-6,4.2,3.0-4.4,4/2/19,3.0_4.4,LA,72.5
2019,LA,2-Apr,4,2,B,Unknown,Unknown,Bayer-9,4.3,3.0-4.4,4/2/19,3.0_4.4,LA,82.9
2019,LA,2-Apr,4,2,B,Unknown,Unknown,Bayer-9,4.3,3.0-4.4,4/2/19,3.0_4.4,LA,80.7
2019,SW,2-Apr,4,2,B,Non,Silt Loam,Asgrow 52X9,5.2,5.0-5.3,4/2/19,5.0_5.3,S,21.7
2019,SW,2-Apr,4,2,B,Non,Silt Loam,C4845RX,4.8,4.8-4.9,4/2/19,4.8_4.9,S,6.2
2019,SW,2-Apr,4,2,B,Non,Silt Loam,Delta Grow 46X25,4.6,4.5-4.7,4/2/19,4.5_4.7,S,5.9
2019,SW,2-Apr,4,2,B,Non,Silt Loam,Delta Grow 52X05,5.2,5.0-5.3,4/2/19,5.0_5.3,S,57.6
2019,SW,2-Apr,4,2,B,Non,Silt Loam,Delta Grow 54X25,5.4,5.4-6.0,4/2/19,5.4+,S,10.3
2019,SW,2-Apr,4,2,B,Non,Silt Loam,Dleta Grow 49X15,4.9,4.8-4.9,4/2/19,4.8_4.9,S,31.7
2019,SW,2-Apr,4,2,B,Non,Silt Loam,LGS4931RX,4.9,4.8-4.9,4/2/19,4.8_4.9,S,7.4
2019,SW,2-Apr,4,2,B,Non,Silt Loam,LS4487XS,4.4,3.0-4.4,4/2/19,3.0_4.4,S,12.2
2019,SW,2-Apr,4,2,B,Non,Silt Loam,P42A96X,4.2,3.0-4.4,4/2/19,3.0_4.4,S,8.7
2019,SW,2-Apr,4,2,B,Non,Silt Loam,P54A54X,5.4,5.4-6.0,4/2/19,5.4+,S,15.5
2019,SW,2-Apr,4,2,B,Non,Silt Loam,S41XS98,4.1,3.0-4.4,4/2/19,3.0_4.4,S,3.4
2019,SW,2-Apr,4,2,B,Non,Silt Loam,S44-C7X,4.4,3.0-4.4,4/2/19,3.0_4.4,S,8.7
2019,LA,3-Apr,4,3,B,Unknown,Unknown,Bayer-11,4.3,3.0-4.4,4/3/19,3.0_4.4,LA,80
2019,LA,3-Apr,4,3,B,Unknown,Unknown,Bayer-12,4.4,3.0-4.4,4/3/19,3.0_4.4,LA,85
2019,LA,3-Apr,4,3,B,Unknown,Unknown,Bayer-16,4.6,4.5-4.7,4/3/19,4.5_4.7,LA,85
2019,LA,3-Apr,4,3,B,Unknown,Unknown,Bayer-19,4.7,4.5-4.7,4/3/19,4.5_4.7,LA,65
2019,LA,3-Apr,4,3,B,Unknown,Unknown,Bayer-20,4.7,4.5-4.7,4/3/19,4.5_4.7,LA,65
2019,LA,3-Apr,4,3,B,Unknown,Unknown,Bayer-22,4.8,4.8-4.9,4/3/19,4.8_4.9,LA,66.4
2019,LA,3-Apr,4,3,B,Unknown,Unknown,Bayer-22,4.8,4.8-4.9,4/3/19,4.8_4.9,LA,79
2019,LA,3-Apr,4,3,B,Unknown,Unknown,Bayer-24,4.9,4.8-4.9,4/3/19,4.8_4.9,LA,73
2019,LA,3-Apr,4,3,B,Unknown,Unknown,Bayer-25,4.9,4.8-4.9,4/3/19,4.8_4.9,LA,61.5
2019,LA,3-Apr,4,3,B,Unknown,Unknown,Bayer-25,4.9,4.8-4.9,4/3/19,4.8_4.9,LA,81
2019,LA,3-Apr,4,3,B,Unknown,Unknown,Bayer-28,5.2,5.0-5.3,4/3/19,5.0_5.3,LA,65.4
2019,LA,3-Apr,4,3,B,Unknown,Unknown,Bayer-3,4.1,3.0-4.4,4/3/19,3.0_4.4,LA,67.2
